?јдр,«нчн,IP,CR,AR,DR,SP,BR,AC,PS,NZVC,јдр,«нчн
4AA,0000,4AB,0000,4AA,0000,000,04AA,0000,004,0100
4AB,0000,4AC,0000,4AB,0000,000,04AB,0000,004,0100
4AC,0000,4AD,0000,4AC,0000,000,04AC,0000,004,0100
4AD,0000,4AE,0000,4AD,0000,000,04AD,0000,004,0100
4AE,0000,4AF,0000,4AE,0000,000,04AE,0000,004,0100
4AF,0000,4B0,0000,4AF,0000,000,04AF,0000,004,0100
4B0,0000,4B1,0000,4B0,0000,000,04B0,0000,004,0100
4B1,0000,4B2,0000,4B1,0000,000,04B1,0000,004,0100
4B2,0000,4B3,0000,4B2,0000,000,04B2,0000,004,0100
4B3,0000,4B4,0000,4B3,0000,000,04B3,0000,004,0100
4B4,0000,4B5,0000,4B4,0000,000,04B4,0000,004,0100
4B5,0000,4B6,0000,4B5,0000,000,04B5,0000,004,0100
4B6,0000,4B7,0000,4B6,0000,000,04B6,0000,004,0100
4B7,0000,4B8,0000,4B7,0000,000,04B7,0000,004,0100
4B8,0000,4B9,0000,4B8,0000,000,04B8,0000,004,0100
4B9,0000,4BA,0000,4B9,0000,000,04B9,0000,004,0100
4BA,0000,4BB,0000,4BA,0000,000,04BA,0000,004,0100
4BB,0000,4BC,0000,4BB,0000,000,04BB,0000,004,0100
4BC,0000,4BD,0000,4BC,0000,000,04BC,0000,004,0100
4BD,0000,4BE,0000,4BD,0000,000,04BD,0000,004,0100
4BE,0000,4BF,0000,4BE,0000,000,04BE,0000,004,0100
4BF,0000,4C0,0000,4BF,0000,000,04BF,0000,004,0100
4C0,0000,4C1,0000,4C0,0000,000,04C0,0000,004,0100
4C1,0000,4C2,0000,4C1,0000,000,04C1,0000,004,0100
4C2,0000,4C3,0000,4C2,0000,000,04C2,0000,004,0100
4C3,0000,4C4,0000,4C3,0000,000,04C3,0000,004,0100
4C4,0000,4C5,0000,4C4,0000,000,04C4,0000,004,0100
4C5,0000,4C6,0000,4C5,0000,000,04C5,0000,004,0100
4C6,0000,4C7,0000,4C6,0000,000,04C6,0000,004,0100
4C7,0000,4C8,0000,4C7,0000,000,04C7,0000,004,0100
4C8,0000,4C9,0000,4C8,0000,000,04C8,0000,004,0100
4C9,0000,4CA,0000,4C9,0000,000,04C9,0000,004,0100
4CA,0000,4CB,0000,4CA,0000,000,04CA,0000,004,0100
4CB,0000,4CC,0000,4CB,0000,000,04CB,0000,004,0100
4CC,0000,4CD,0000,4CC,0000,000,04CC,0000,004,0100
4CD,0000,4CE,0000,4CD,0000,000,04CD,0000,004,0100
4CE,0000,4CF,0000,4CE,0000,000,04CE,0000,004,0100
4CF,0000,4D0,0000,4CF,0000,000,04CF,0000,004,0100
4D0,0000,4D1,0000,4D0,0000,000,04D0,0000,004,0100
4D1,0000,4D2,0000,4D1,0000,000,04D1,0000,004,0100
4D2,0000,4D3,0000,4D2,0000,000,04D2,0000,004,0100
4D3,0000,4D4,0000,4D3,0000,000,04D3,0000,004,0100
4D4,0000,4D5,0000,4D4,0000,000,04D4,0000,004,0100
4D5,0000,4D6,0000,4D5,0000,000,04D5,0000,004,0100
4D6,0000,4D7,0000,4D6,0000,000,04D6,0000,004,0100
4D7,0000,4D8,0000,4D7,0000,000,04D7,0000,004,0100
4D8,0000,4D9,0000,4D8,0000,000,04D8,0000,004,0100
4D9,0000,4DA,0000,4D9,0000,000,04D9,0000,004,0100
4DA,0000,4DB,0000,4DA,0000,000,04DA,0000,004,0100
4DB,0000,4DC,0000,4DB,0000,000,04DB,0000,004,0100
4DC,0000,4DD,0000,4DC,0000,000,04DC,0000,004,0100
4DD,0000,4DE,0000,4DD,0000,000,04DD,0000,004,0100
4DE,0000,4DF,0000,4DE,0000,000,04DE,0000,004,0100
4DF,0000,4E0,0000,4DF,0000,000,04DF,0000,004,0100
4E0,0000,4E1,0000,4E0,0000,000,04E0,0000,004,0100
4E1,0000,4E2,0000,4E1,0000,000,04E1,0000,004,0100
4E2,0000,4E3,0000,4E2,0000,000,04E2,0000,004,0100
4E3,0000,4E4,0000,4E3,0000,000,04E3,0000,004,0100
4E4,0000,4E5,0000,4E4,0000,000,04E4,0000,004,0100
4E5,0000,4E6,0000,4E5,0000,000,04E5,0000,004,0100
4E6,0000,4E7,0000,4E6,0000,000,04E6,0000,004,0100
4E7,0000,4E8,0000,4E7,0000,000,04E7,0000,004,0100
4E8,0000,4E9,0000,4E8,0000,000,04E8,0000,004,0100
4E9,0000,4EA,0000,4E9,0000,000,04E9,0000,004,0100
4EA,0000,4EB,0000,4EA,0000,000,04EA,0000,004,0100
4EB,0000,4EC,0000,4EB,0000,000,04EB,0000,004,0100
4EC,0000,4ED,0000,4EC,0000,000,04EC,0000,004,0100
4ED,0000,4EE,0000,4ED,0000,000,04ED,0000,004,0100
4EE,0000,4EF,0000,4EE,0000,000,04EE,0000,004,0100
4EF,0000,4F0,0000,4EF,0000,000,04EF,0000,004,0100
4F0,0000,4F1,0000,4F0,0000,000,04F0,0000,004,0100
4F1,0000,4F2,0000,4F1,0000,000,04F1,0000,004,0100
4F2,0000,4F3,0000,4F2,0000,000,04F2,0000,004,0100
4F3,0000,4F4,0000,4F3,0000,000,04F3,0000,004,0100
4F4,0000,4F5,0000,4F4,0000,000,04F4,0000,004,0100
4F5,0000,4F6,0000,4F5,0000,000,04F5,0000,004,0100
4F6,0000,4F7,0000,4F6,0000,000,04F6,0000,004,0100
4F7,0000,4F8,0000,4F7,0000,000,04F7,0000,004,0100
4F8,0000,4F9,0000,4F8,0000,000,04F8,0000,004,0100
4F9,0000,4FA,0000,4F9,0000,000,04F9,0000,004,0100
4FA,0000,4FB,0000,4FA,0000,000,04FA,0000,004,0100
4FB,0000,4FC,0000,4FB,0000,000,04FB,0000,004,0100
4FC,0000,4FD,0000,4FC,0000,000,04FC,0000,004,0100
4FD,0000,4FE,0000,4FD,0000,000,04FD,0000,004,0100
4FE,0000,4FF,0000,4FE,0000,000,04FE,0000,004,0100
4FF,0000,500,0000,4FF,0000,000,04FF,0000,004,0100
500,0000,501,0000,500,0000,000,0500,0000,004,0100
501,0000,502,0000,501,0000,000,0501,0000,004,0100
502,0000,503,0000,502,0000,000,0502,0000,004,0100
503,0000,504,0000,503,0000,000,0503,0000,004,0100
504,0000,505,0000,504,0000,000,0504,0000,004,0100
505,0000,506,0000,505,0000,000,0505,0000,004,0100
506,0000,507,0000,506,0000,000,0506,0000,004,0100
507,0000,508,0000,507,0000,000,0507,0000,004,0100
508,0000,509,0000,508,0000,000,0508,0000,004,0100
509,0000,50A,0000,509,0000,000,0509,0000,004,0100
50A,0000,50B,0000,50A,0000,000,050A,0000,004,0100
50B,0000,50C,0000,50B,0000,000,050B,0000,004,0100
50C,0000,50D,0000,50C,0000,000,050C,0000,004,0100
50D,0000,50E,0000,50D,0000,000,050D,0000,004,0100
50E,0000,50F,0000,50E,0000,000,050E,0000,004,0100
50F,0000,510,0000,50F,0000,000,050F,0000,004,0100
510,0000,511,0000,510,0000,000,0510,0000,004,0100
511,0000,512,0000,511,0000,000,0511,0000,004,0100
512,0000,513,0000,512,0000,000,0512,0000,004,0100
513,0000,514,0000,513,0000,000,0513,0000,004,0100
514,0000,515,0000,514,0000,000,0514,0000,004,0100
515,0000,516,0000,515,0000,000,0515,0000,004,0100
516,0000,517,0000,516,0000,000,0516,0000,004,0100
517,0000,518,0000,517,0000,000,0517,0000,004,0100
518,0000,519,0000,518,0000,000,0518,0000,004,0100
519,0000,51A,0000,519,0000,000,0519,0000,004,0100
51A,0000,51B,0000,51A,0000,000,051A,0000,004,0100
51B,0000,51C,0000,51B,0000,000,051B,0000,004,0100
51C,0000,51D,0000,51C,0000,000,051C,0000,004,0100
51D,0000,51E,0000,51D,0000,000,051D,0000,004,0100
51E,0000,51F,0000,51E,0000,000,051E,0000,004,0100
51F,0000,520,0000,51F,0000,000,051F,0000,004,0100
520,0000,521,0000,520,0000,000,0520,0000,004,0100
521,0000,522,0000,521,0000,000,0521,0000,004,0100
522,0000,523,0000,522,0000,000,0522,0000,004,0100
523,0000,524,0000,523,0000,000,0523,0000,004,0100
524,0000,525,0000,524,0000,000,0524,0000,004,0100
525,0000,526,0000,525,0000,000,0525,0000,004,0100
526,0000,527,0000,526,0000,000,0526,0000,004,0100
527,0000,528,0000,527,0000,000,0527,0000,004,0100
528,0000,529,0000,528,0000,000,0528,0000,004,0100
529,0000,52A,0000,529,0000,000,0529,0000,004,0100
52A,0000,52B,0000,52A,0000,000,052A,0000,004,0100
52B,0000,52C,0000,52B,0000,000,052B,0000,004,0100
52C,0000,52D,0000,52C,0000,000,052C,0000,004,0100
52D,0000,52E,0000,52D,0000,000,052D,0000,004,0100
52E,0000,52F,0000,52E,0000,000,052E,0000,004,0100
52F,0000,530,0000,52F,0000,000,052F,0000,004,0100
530,0000,531,0000,530,0000,000,0530,0000,004,0100
531,0000,532,0000,531,0000,000,0531,0000,004,0100
532,0000,533,0000,532,0000,000,0532,0000,004,0100
533,0000,534,0000,533,0000,000,0533,0000,004,0100
534,0000,535,0000,534,0000,000,0534,0000,004,0100
535,0000,536,0000,535,0000,000,0535,0000,004,0100
536,0000,537,0000,536,0000,000,0536,0000,004,0100
537,0000,538,0000,537,0000,000,0537,0000,004,0100
538,0000,539,0000,538,0000,000,0538,0000,004,0100
539,0000,53A,0000,539,0000,000,0539,0000,004,0100
53A,0000,53B,0000,53A,0000,000,053A,0000,004,0100
53B,0000,53C,0000,53B,0000,000,053B,0000,004,0100
53C,0000,53D,0000,53C,0000,000,053C,0000,004,0100
53D,0000,53E,0000,53D,0000,000,053D,0000,004,0100
53E,0000,53F,0000,53E,0000,000,053E,0000,004,0100
53F,0000,540,0000,53F,0000,000,053F,0000,004,0100
540,0000,541,0000,540,0000,000,0540,0000,004,0100
541,0000,542,0000,541,0000,000,0541,0000,004,0100
542,0000,543,0000,542,0000,000,0542,0000,004,0100
543,0000,544,0000,543,0000,000,0543,0000,004,0100
544,0000,545,0000,544,0000,000,0544,0000,004,0100
545,0000,546,0000,545,0000,000,0545,0000,004,0100
546,0000,547,0000,546,0000,000,0546,0000,004,0100
547,0000,548,0000,547,0000,000,0547,0000,004,0100
548,0000,549,0000,548,0000,000,0548,0000,004,0100
549,0000,54A,0000,549,0000,000,0549,0000,004,0100
54A,0000,54B,0000,54A,0000,000,054A,0000,004,0100
54B,0000,54C,0000,54B,0000,000,054B,0000,004,0100
54C,0000,54D,0000,54C,0000,000,054C,0000,004,0100
54D,0000,54E,0000,54D,0000,000,054D,0000,004,0100
54E,0000,54F,0000,54E,0000,000,054E,0000,004,0100
54F,0000,550,0000,54F,0000,000,054F,0000,004,0100
550,0000,551,0000,550,0000,000,0550,0000,004,0100
551,0000,552,0000,551,0000,000,0551,0000,004,0100
552,0000,553,0000,552,0000,000,0552,0000,004,0100
553,0000,554,0000,553,0000,000,0553,0000,004,0100
554,0000,555,0000,554,0000,000,0554,0000,004,0100
555,0000,556,0000,555,0000,000,0555,0000,004,0100
556,0000,557,0000,556,0000,000,0556,0000,004,0100
557,0000,558,0000,557,0000,000,0557,0000,004,0100
558,0000,559,0000,558,0000,000,0558,0000,004,0100
559,0000,55A,0000,559,0000,000,0559,0000,004,0100
55A,0000,55B,0000,55A,0000,000,055A,0000,004,0100
55B,0000,55C,0000,55B,0000,000,055B,0000,004,0100
55C,0000,55D,0000,55C,0000,000,055C,0000,004,0100
55D,0000,55E,0000,55D,0000,000,055D,0000,004,0100
55E,0000,55F,0000,55E,0000,000,055E,0000,004,0100
55F,0000,560,0000,55F,0000,000,055F,0000,004,0100
560,0000,561,0000,560,0000,000,0560,0000,004,0100
561,0000,562,0000,561,0000,000,0561,0000,004,0100
562,0000,563,0000,562,0000,000,0562,0000,004,0100
563,0000,564,0000,563,0000,000,0563,0000,004,0100
564,0000,565,0000,564,0000,000,0564,0000,004,0100
565,0000,566,0000,565,0000,000,0565,0000,004,0100
566,0000,567,0000,566,0000,000,0566,0000,004,0100
567,0000,568,0000,567,0000,000,0567,0000,004,0100
568,0000,569,0000,568,0000,000,0568,0000,004,0100
569,0000,56A,0000,569,0000,000,0569,0000,004,0100
56A,0000,56B,0000,56A,0000,000,056A,0000,004,0100
56B,0000,56C,0000,56B,0000,000,056B,0000,004,0100
56C,0000,56D,0000,56C,0000,000,056C,0000,004,0100
56D,0000,56E,0000,56D,0000,000,056D,0000,004,0100
56E,0000,56F,0000,56E,0000,000,056E,0000,004,0100
56F,0000,570,0000,56F,0000,000,056F,0000,004,0100
570,0000,571,0000,570,0000,000,0570,0000,004,0100
571,0000,572,0000,571,0000,000,0571,0000,004,0100
572,0000,573,0000,572,0000,000,0572,0000,004,0100
573,0000,574,0000,573,0000,000,0573,0000,004,0100
574,0000,575,0000,574,0000,000,0574,0000,004,0100
575,0000,576,0000,575,0000,000,0575,0000,004,0100
576,0000,577,0000,576,0000,000,0576,0000,004,0100
577,0000,578,0000,577,0000,000,0577,0000,004,0100
578,0000,579,0000,578,0000,000,0578,0000,004,0100
579,0000,57A,0000,579,0000,000,0579,0000,004,0100
57A,0000,57B,0000,57A,0000,000,057A,0000,004,0100
57B,0000,57C,0000,57B,0000,000,057B,0000,004,0100
57C,0000,57D,0000,57C,0000,000,057C,0000,004,0100
57D,0000,57E,0000,57D,0000,000,057D,0000,004,0100
57E,0000,57F,0000,57E,0000,000,057E,0000,004,0100
57F,0000,580,0000,57F,0000,000,057F,0000,004,0100
580,0000,581,0000,580,0000,000,0580,0000,004,0100
581,0000,582,0000,581,0000,000,0581,0000,004,0100
582,0000,583,0000,582,0000,000,0582,0000,004,0100
583,0000,584,0000,583,0000,000,0583,0000,004,0100
584,0000,585,0000,584,0000,000,0584,0000,004,0100
585,0000,586,0000,585,0000,000,0585,0000,004,0100
586,0000,454,0000,585,0000,000,0585,0000,004,0100
454,0466,455,0000,454,0466,000,0585,0000,004,0100,454,0466
455,0200,456,0000,455,0200,000,0585,0000,004,0100,455,0200
456,E000,457,0000,456,E000,000,0585,0000,004,0100,456,E000
457,0200,458,0000,457,0200,000,0585,0000,004,0100,457,0200
458,0200,459,0000,458,0200,000,0585,0000,004,0100,458,0200
459,EEFD,45A,0000,459,EEFD,000,0585,0000,004,0100,459,EEFD
45A,AF04,45B,0000,45A,AF04,000,0585,0000,004,0100,45A,AF04
45B,EEFA,45C,0000,45B,EEFA,000,0585,0000,004,0100,45B,EEFA
45C,AEF7,45D,0000,45C,AEF7,000,0585,0000,004,0100,45C,AEF7
45D,EEF7,45E,0000,45D,EEF7,000,0585,0000,004,0100,45D,EEF7
45E,AAF6,45F,0000,45E,AAF6,000,0585,0000,004,0100,45E,AAF6
45F,0480,460,0000,45F,0480,000,0585,0000,004,0100,45F,0480
460,F406,461,0000,460,F406,000,0585,0000,004,0100,460,F406
461,0480,462,0000,461,0480,000,0585,0000,004,0100,461,0480
462,F404,463,0000,462,F404,000,0585,0000,004,0100,462,F404
463,0400,464,0000,463,0400,000,0585,0000,004,0100,463,0400
464,0400,465,0000,464,0400,000,0585,0000,004,0100,464,0400
465,4EF1,466,0000,465,4EF1,000,0585,0000,004,0100,465,4EF1
466,EEF0,467,0000,466,EEF0,000,0585,0000,004,0100,466,EEF0
467,8452,468,0000,467,8452,000,0585,0000,004,0100,467,8452
468,CEF5,469,0000,468,CEF5,000,0585,0000,004,0100,468,CEF5
469,0100,46A,0000,469,0100,000,0585,0000,004,0100,469,0100
46A,0280,46B,0000,46A,0280,000,0585,0000,004,0100,46A,0280
46B,1002,46C,0000,46B,1002,000,0585,0000,004,0100,46B,1002
46C,1001,46D,0000,46C,1001,000,0585,0000,004,0100,46C,1001
46D,1800,46E,0000,46D,1800,000,0585,0000,004,0100,46D,1800
46E,0000,454,0000,46D,1800,000,0585,0000,004,0100
454,0466,454,0000,000,0000,000,0000,0000,004,0100
454,0466,455,0466,454,0466,000,0454,0000,004,0100
455,0200,456,0200,455,0200,000,0455,0000,004,0100
456,E000,457,E000,000,0000,000,0456,0000,004,0100
457,0200,458,0200,457,0200,000,0457,0000,004,0100
458,0200,459,0200,458,0200,000,0458,0000,004,0100
459,EEFD,45A,EEFD,457,0000,000,FFFD,0000,004,0100,457,0000
45A,AF04,45B,AF04,45A,0004,000,0004,0004,000,0000
45B,EEFA,45C,EEFA,456,0004,000,FFFA,0004,000,0000,456,0004
45C,AEF7,45D,AEF7,454,0466,000,FFF7,0466,000,0000
45D,EEF7,45E,EEF7,455,0466,000,FFF7,0466,000,0000,455,0466
45E,AAF6,45F,AAF6,466,EEF0,000,FFF6,EEF0,008,1000,455,0467
45F,0480,460,0480,45F,0480,000,045F,7778,000,0000
460,F406,461,F406,460,F406,000,0460,7778,000,0000
461,0480,462,0480,461,0480,000,0461,3BBC,000,0000
462,F404,463,F404,462,F404,000,0462,3BBC,000,0000
463,0400,464,0400,463,0400,000,0463,7778,000,0000
464,0400,465,0400,464,0400,000,0464,EEF0,00A,1010
465,4EF1,466,4EF1,457,0000,000,FFF1,EEF0,008,1000
466,EEF0,467,EEF0,457,EEF0,000,FFF0,EEF0,008,1000,457,EEF0
467,8452,469,8452,452,FFFF,000,FFFE,EEF0,008,1000,452,FFFF
469,0100,46A,0100,469,0100,000,0469,EEF0,008,1000
